filename,width,height,class,xmin,ymin,xmax,ymax
4680.png,200,200,rect,145,126,144,181
4681.png,200,200,rect,33,35,95,109
4682.png,200,200,rect,54,73,113,117
4683.png,200,200,rect,107,9,53,132
4684.png,200,200,rect,173,123,184,183
4685.png,200,200,rect,109,102,174,175
4686.png,200,200,rect,81,24,78,83
4687.png,200,200,rect,134,173,199,185
4688.png,200,200,rect,82,61,131,140
4689.png,200,200,rect,22,31,110,37
4690.png,200,200,rect,109,90,167,143
4691.png,200,200,rect,159,49,52,194
4692.png,200,200,rect,148,3,58,186
4693.png,200,200,rect,124,99,178,144
4694.png,200,200,rect,38,55,71,117
4695.png,200,200,rect,11,148,175,39
4696.png,200,200,rect,130,128,173,155
4697.png,200,200,rect,145,95,131,191
4698.png,200,200,rect,56,10,49,134
4699.png,200,200,rect,103,45,64,107
4700.png,200,200,rect,109,112,169,158
4701.png,200,200,rect,124,27,83,138
4702.png,200,200,rect,17,55,121,92
4703.png,200,200,rect,106,149,176,167
4704.png,200,200,rect,64,65,85,71
4705.png,200,200,rect,122,16,38,126
4706.png,200,200,rect,5,6,52,66
4707.png,200,200,rect,117,25,87,161
4708.png,200,200,rect,103,172,186,180
4709.png,200,200,rect,89,99,161,115
4710.png,200,200,rect,159,91,168,195
4711.png,200,200,rect,9,110,152,34
4712.png,200,200,rect,58,51,95,126
4713.png,200,200,rect,14,1,39,48
4714.png,200,200,rect,90,133,176,127
4715.png,200,200,rect,172,40,118,192
4716.png,200,200,rect,94,75,132,127
4717.png,200,200,rect,59,148,164,111
4718.png,200,200,rect,97,57,84,127
4719.png,200,200,rect,63,49,80,140
4720.png,200,200,rect,130,83,120,158
4721.png,200,200,rect,134,149,152,175
4722.png,200,200,rect,132,1,9,195
4723.png,200,200,rect,51,185,194,62
4724.png,200,200,rect,27,110,158,86
4725.png,200,200,rect,67,48,56,114
4726.png,200,200,rect,34,8,80,111
4727.png,200,200,rect,95,139,144,145
4728.png,200,200,rect,83,42,81,150
4729.png,200,200,rect,54,71,79,110
4730.png,200,200,rect,65,24,26,104
4731.png,200,200,rect,71,118,168,98
4732.png,200,200,rect,139,84,98,166
4733.png,200,200,rect,119,9,51,186
4734.png,200,200,rect,41,98,150,79
4735.png,200,200,rect,103,155,174,108
4736.png,200,200,rect,10,111,151,73
4737.png,200,200,rect,44,104,138,75
4738.png,200,200,rect,121,1,58,162
4739.png,200,200,rect,19,57,106,95
4740.png,200,200,rect,86,43,46,131
4741.png,200,200,rect,44,37,78,86
4742.png,200,200,rect,63,129,152,119
4743.png,200,200,rect,52,27,94,71
4744.png,200,200,rect,175,92,149,187
4745.png,200,200,rect,97,123,185,115
4746.png,200,200,rect,46,83,84,88
4747.png,200,200,rect,4,57,93,31
4748.png,200,200,rect,84,45,68,119
4749.png,200,200,rect,102,30,47,151
4750.png,200,200,rect,79,98,127,133
4751.png,200,200,rect,7,122,168,52
4752.png,200,200,rect,0,15,49,15
4753.png,200,200,rect,110,103,167,150
4754.png,200,200,rect,86,82,128,156
4755.png,200,200,rect,12,86,118,50
4756.png,200,200,rect,92,139,184,138
4757.png,200,200,rect,14,24,63,84
4758.png,200,200,rect,42,86,144,79
4759.png,200,200,rect,119,112,142,188
4760.png,200,200,rect,106,141,161,126
4761.png,200,200,rect,18,56,132,83
4762.png,200,200,rect,109,25,76,157
4763.png,200,200,rect,89,146,197,132
4764.png,200,200,rect,44,101,147,120
4765.png,200,200,rect,16,48,125,65
4766.png,200,200,rect,117,35,108,129
4767.png,200,200,rect,15,161,170,33
4768.png,200,200,rect,2,118,158,53
4769.png,200,200,rect,32,134,191,107
4770.png,200,200,rect,78,171,176,141
4771.png,200,200,rect,27,51,102,70
4772.png,200,200,rect,125,162,192,136
4773.png,200,200,rect,63,46,117,124
4774.png,200,200,rect,79,15,23,133
4775.png,200,200,rect,53,39,63,125
4776.png,200,200,rect,31,48,105,57
4777.png,200,200,rect,92,41,71,167
4778.png,200,200,rect,119,94,142,152
4779.png,200,200,rect,36,34,50,113
4780.png,200,200,rect,43,75,91,110
4781.png,200,200,rect,47,119,145,116
4782.png,200,200,rect,133,60,88,139
4783.png,200,200,rect,2,18,70,57
4784.png,200,200,rect,153,168,169,189
4785.png,200,200,rect,139,87,103,162
4786.png,200,200,rect,25,61,82,104
4787.png,200,200,rect,10,23,45,18
4788.png,200,200,rect,25,44,50,85
4789.png,200,200,rect,53,132,149,126
4790.png,200,200,rect,85,91,95,96
4791.png,200,200,rect,88,9,65,102
4792.png,200,200,rect,113,89,117,155
4793.png,200,200,rect,9,78,112,43
4794.png,200,200,rect,32,100,173,35
4795.png,200,200,rect,80,43,75,107
4796.png,200,200,rect,76,14,54,121
4797.png,200,200,rect,32,101,144,65
4798.png,200,200,rect,106,138,140,173
4799.png,200,200,rect,145,110,133,150
4800.png,200,200,rect,72,3,48,85
4801.png,200,200,rect,95,137,173,172
4802.png,200,200,rect,18,79,146,19
4803.png,200,200,rect,95,80,151,136
4804.png,200,200,rect,5,124,142,7
4805.png,200,200,rect,119,120,150,182
4806.png,200,200,rect,4,91,165,55
4807.png,200,200,rect,12,43,75,67
4808.png,200,200,rect,59,106,163,102
4809.png,200,200,rect,69,15,71,144
4810.png,200,200,rect,87,7,74,140
4811.png,200,200,rect,52,110,123,71
4812.png,200,200,rect,64,22,34,139
4813.png,200,200,rect,2,123,165,78
4814.png,200,200,rect,72,70,99,114
4815.png,200,200,rect,37,21,47,85
4816.png,200,200,rect,4,84,118,16
4817.png,200,200,rect,123,179,184,186
4818.png,200,200,rect,103,72,76,179
4819.png,200,200,rect,123,62,100,187
4820.png,200,200,rect,71,117,125,143
4821.png,200,200,rect,138,1,43,196
4822.png,200,200,rect,94,61,133,99
4823.png,200,200,rect,77,83,113,130
4824.png,200,200,rect,90,71,145,116
4825.png,200,200,rect,27,47,63,43
4826.png,200,200,rect,40,121,134,64
4827.png,200,200,rect,68,17,50,115
4828.png,200,200,rect,41,55,90,58
4829.png,200,200,rect,130,109,127,168
4830.png,200,200,rect,12,78,127,74
4831.png,200,200,rect,85,84,154,100
4832.png,200,200,rect,41,178,183,44
4833.png,200,200,rect,33,70,136,56
4834.png,200,200,rect,21,80,149,78
4835.png,200,200,rect,39,160,191,88
4836.png,200,200,rect,100,75,135,144
4837.png,200,200,rect,23,44,113,89
4838.png,200,200,rect,129,40,49,131
4839.png,200,200,rect,98,142,180,119
4840.png,200,200,rect,128,50,77,133
4841.png,200,200,rect,5,51,69,9
4842.png,200,200,rect,123,111,188,158
4843.png,200,200,rect,107,97,154,181
4844.png,200,200,rect,90,94,170,146
4845.png,200,200,rect,83,74,151,93
4846.png,200,200,rect,86,62,131,135
4847.png,200,200,rect,125,156,195,195
4848.png,200,200,rect,38,90,112,46
4849.png,200,200,rect,111,177,178,131
4850.png,200,200,rect,3,132,189,8
4851.png,200,200,rect,91,6,60,149
4852.png,200,200,rect,103,38,73,180
4853.png,200,200,rect,43,109,181,48
4854.png,200,200,rect,126,95,154,141
4855.png,200,200,rect,100,114,169,135
4856.png,200,200,rect,124,79,88,188
4857.png,200,200,rect,72,71,76,125
4858.png,200,200,rect,42,83,155,100
4859.png,200,200,rect,118,20,43,193
4860.png,200,200,rect,91,121,149,147
4861.png,200,200,rect,78,139,173,125
4862.png,200,200,rect,30,117,158,106
4863.png,200,200,rect,119,6,37,177
4864.png,200,200,rect,114,22,92,156
4865.png,200,200,rect,29,138,145,55
4866.png,200,200,rect,74,38,72,80
4867.png,200,200,rect,23,81,153,65
4868.png,200,200,rect,56,112,188,110
4869.png,200,200,rect,39,47,117,79
4870.png,200,200,rect,138,73,143,152
4871.png,200,200,rect,49,132,162,52
4872.png,200,200,rect,124,115,161,139
4873.png,200,200,rect,77,90,164,156
4874.png,200,200,rect,40,54,109,77
4875.png,200,200,rect,121,20,60,144
4876.png,200,200,rect,160,32,45,199
4877.png,200,200,rect,158,81,156,165
4878.png,200,200,rect,104,136,191,183
4879.png,200,200,rect,130,142,192,181
4880.png,200,200,rect,51,88,156,78
4881.png,200,200,rect,37,80,127,116
4882.png,200,200,rect,108,8,57,149
4883.png,200,200,rect,107,76,134,176
4884.png,200,200,rect,9,104,126,73
4885.png,200,200,rect,26,10,60,31
4886.png,200,200,rect,75,96,140,76
4887.png,200,200,rect,104,6,19,118
4888.png,200,200,rect,52,51,120,74
4889.png,200,200,rect,64,76,139,107
4890.png,200,200,rect,138,132,160,184
4891.png,200,200,rect,101,85,130,150
4892.png,200,200,rect,12,113,145,78
4893.png,200,200,rect,70,61,88,117
4894.png,200,200,rect,111,18,73,120
4895.png,200,200,rect,85,0,70,104
4896.png,200,200,rect,142,96,148,199
4897.png,200,200,rect,159,24,92,185
4898.png,200,200,rect,145,129,136,156
4899.png,200,200,rect,46,82,146,50
4900.png,200,200,rect,101,117,132,112
4901.png,200,200,rect,53,126,198,71
4902.png,200,200,rect,31,103,128,108
4903.png,200,200,rect,14,35,49,61
4904.png,200,200,rect,11,95,149,75
4905.png,200,200,rect,92,18,48,115
4906.png,200,200,rect,121,167,182,148
4907.png,200,200,rect,167,146,173,180
4908.png,200,200,rect,7,151,192,76
4909.png,200,200,rect,28,49,82,76
4910.png,200,200,rect,65,129,165,120
4911.png,200,200,rect,43,38,54,47
4912.png,200,200,rect,69,60,101,88
4913.png,200,200,rect,99,130,167,150
4914.png,200,200,rect,142,83,131,165
4915.png,200,200,rect,14,183,191,30
4916.png,200,200,rect,60,107,162,94
4917.png,200,200,rect,13,94,140,85
4918.png,200,200,rect,25,21,28,33
4919.png,200,200,rect,132,145,163,145
4920.png,200,200,rect,174,36,57,194
4921.png,200,200,rect,10,11,48,57
4922.png,200,200,rect,137,166,179,196
4923.png,200,200,rect,108,149,195,153
4924.png,200,200,rect,44,96,175,60
4925.png,200,200,rect,52,19,50,80
4926.png,200,200,rect,13,144,195,89
4927.png,200,200,rect,127,109,187,176
4928.png,200,200,rect,25,80,134,67
4929.png,200,200,rect,0,70,140,2
4930.png,200,200,rect,103,5,21,121
4931.png,200,200,rect,113,122,195,140
4932.png,200,200,rect,10,122,172,39
4933.png,200,200,rect,109,5,71,113
4934.png,200,200,rect,154,17,56,189
4935.png,200,200,rect,85,108,178,107
4936.png,200,200,rect,47,31,88,74
4937.png,200,200,rect,42,91,167,68
4938.png,200,200,rect,63,29,32,111
4939.png,200,200,rect,132,96,170,167
4940.png,200,200,rect,38,76,126,102
4941.png,200,200,rect,14,138,183,78
4942.png,200,200,rect,47,120,180,122
4943.png,200,200,rect,13,23,72,77
4944.png,200,200,rect,79,31,107,138
4945.png,200,200,rect,167,50,115,183
4946.png,200,200,rect,35,54,87,80
4947.png,200,200,rect,55,150,191,103
4948.png,200,200,rect,93,95,143,101
4949.png,200,200,rect,3,54,101,60
4950.png,200,200,rect,65,93,144,90
4951.png,200,200,rect,97,31,104,142
4952.png,200,200,rect,128,136,162,190
4953.png,200,200,rect,45,7,33,107
4954.png,200,200,rect,23,164,178,53
4955.png,200,200,rect,116,144,192,165
4956.png,200,200,rect,33,40,76,68
4957.png,200,200,rect,86,4,11,94
4958.png,200,200,rect,8,138,199,21
4959.png,200,200,rect,128,148,182,163
4960.png,200,200,rect,33,95,150,88
4961.png,200,200,rect,6,123,164,63
4962.png,200,200,rect,69,91,162,132
4963.png,200,200,rect,27,74,102,106
4964.png,200,200,rect,144,97,148,179
4965.png,200,200,rect,132,76,146,157
4966.png,200,200,rect,58,80,147,64
4967.png,200,200,rect,90,72,127,138
4968.png,200,200,rect,56,16,88,132
4969.png,200,200,rect,116,45,67,165
4970.png,200,200,rect,81,61,87,140
4971.png,200,200,rect,107,24,87,185
4972.png,200,200,rect,5,26,99,51
4973.png,200,200,rect,71,33,112,139
4974.png,200,200,rect,11,19,48,66
4975.png,200,200,rect,20,60,74,63
4976.png,200,200,rect,84,116,149,148
4977.png,200,200,rect,96,96,148,171
4978.png,200,200,rect,167,21,88,172
4979.png,200,200,rect,169,90,165,186
4980.png,200,200,rect,118,24,89,149
4981.png,200,200,rect,112,76,122,163
4982.png,200,200,rect,19,101,176,35
4983.png,200,200,rect,58,46,96,74
4984.png,200,200,rect,130,39,84,190
4985.png,200,200,rect,141,24,97,151
4986.png,200,200,rect,67,89,107,107
4987.png,200,200,rect,124,139,179,198
4988.png,200,200,rect,129,40,107,164
4989.png,200,200,rect,88,53,73,119
4990.png,200,200,rect,103,50,128,171
4991.png,200,200,rect,159,14,67,169
4992.png,200,200,rect,102,124,175,112
4993.png,200,200,rect,85,121,136,156
4994.png,200,200,rect,95,119,169,115
4995.png,200,200,rect,40,147,189,49
4996.png,200,200,rect,129,118,147,195
4997.png,200,200,rect,117,53,96,187
4998.png,200,200,rect,150,110,120,159
4999.png,200,200,rect,38,162,173,103
5000.png,200,200,rect,24,76,119,62
5001.png,200,200,rect,88,68,108,163
5002.png,200,200,rect,64,17,74,90
5003.png,200,200,rect,75,49,98,127
5004.png,200,200,rect,44,50,128,108
5005.png,200,200,rect,69,141,194,131
5006.png,200,200,rect,111,85,125,120
5007.png,200,200,rect,134,148,191,153
5008.png,200,200,rect,26,107,145,29
5009.png,200,200,rect,1,55,107,70
5010.png,200,200,rect,64,84,144,119
5011.png,200,200,rect,28,47,69,61
5012.png,200,200,rect,4,19,43,11
5013.png,200,200,rect,37,171,194,103
5014.png,200,200,rect,147,135,138,148
5015.png,200,200,rect,28,14,70,90
5016.png,200,200,rect,30,21,100,74
5017.png,200,200,rect,16,18,21,43
5018.png,200,200,rect,17,140,181,53
5019.png,200,200,rect,52,106,177,91
5020.png,200,200,rect,51,126,167,74
5021.png,200,200,rect,134,37,66,138
5022.png,200,200,rect,144,56,87,176
5023.png,200,200,rect,63,16,62,125
5024.png,200,200,rect,83,144,174,159
5025.png,200,200,rect,63,66,85,139
5026.png,200,200,rect,62,47,112,139
5027.png,200,200,rect,84,153,184,137
5028.png,200,200,rect,55,62,135,88
5029.png,200,200,rect,22,74,151,76
5030.png,200,200,rect,146,16,17,156
5031.png,200,200,rect,154,134,160,161
5032.png,200,200,rect,177,65,73,189
5033.png,200,200,rect,124,93,170,187
5034.png,200,200,rect,148,58,127,183
5035.png,200,200,rect,36,84,106,115
5036.png,200,200,rect,31,45,77,43
5037.png,200,200,rect,144,161,196,150
5038.png,200,200,rect,2,59,129,28
5039.png,200,200,rect,25,10,49,58
5040.png,200,200,rect,88,9,11,161
5041.png,200,200,rect,131,26,94,143
5042.png,200,200,rect,155,68,135,162
5043.png,200,200,rect,46,131,197,120
5044.png,200,200,rect,108,98,161,122
5045.png,200,200,rect,48,41,105,103
5046.png,200,200,rect,70,21,32,136
5047.png,200,200,rect,72,106,165,107
5048.png,200,200,rect,152,90,150,159
5049.png,200,200,rect,143,145,164,186
5050.png,200,200,rect,126,29,79,198
5051.png,200,200,rect,78,139,198,153
5052.png,200,200,rect,73,93,124,150
5053.png,200,200,rect,70,62,139,124
5054.png,200,200,rect,38,119,135,107
5055.png,200,200,rect,146,11,21,193
5056.png,200,200,rect,100,100,145,179
5057.png,200,200,rect,149,120,191,180
5058.png,200,200,rect,60,1,46,125
5059.png,200,200,rect,68,120,198,76
5060.png,200,200,rect,69,6,82,141
5061.png,200,200,rect,114,9,77,164
5062.png,200,200,rect,80,116,126,153
5063.png,200,200,rect,85,128,195,120
5064.png,200,200,rect,91,58,128,100
5065.png,200,200,rect,125,68,76,179
5066.png,200,200,rect,11,122,150,56
5067.png,200,200,rect,111,140,166,184
5068.png,200,200,rect,100,103,161,177
5069.png,200,200,rect,50,55,122,72
5070.png,200,200,rect,29,99,145,107
5071.png,200,200,rect,55,142,156,121
5072.png,200,200,rect,153,19,49,173
5073.png,200,200,rect,122,126,189,174
5074.png,200,200,rect,24,123,137,95
5075.png,200,200,rect,95,112,134,149
5076.png,200,200,rect,130,46,120,187
5077.png,200,200,rect,6,6,48,61
5078.png,200,200,rect,63,114,193,87
5079.png,200,200,rect,98,175,187,161
5080.png,200,200,rect,79,44,78,141
5081.png,200,200,rect,49,38,64,106
5082.png,200,200,rect,128,55,123,184
5083.png,200,200,rect,113,69,120,146
5084.png,200,200,rect,83,50,66,99
5085.png,200,200,rect,113,32,100,154
5086.png,200,200,rect,90,29,49,110
5087.png,200,200,rect,143,25,69,166
5088.png,200,200,rect,25,37,106,34
5089.png,200,200,rect,0,21,70,61
5090.png,200,200,rect,50,67,76,84
5091.png,200,200,rect,33,135,156,102
5092.png,200,200,rect,62,36,84,116
5093.png,200,200,rect,25,154,187,87
5094.png,200,200,rect,97,87,114,151
5095.png,200,200,rect,72,122,194,96
5096.png,200,200,rect,5,177,194,17
5097.png,200,200,rect,124,62,109,189
5098.png,200,200,rect,51,73,106,128
5099.png,200,200,rect,70,58,109,87
5100.png,200,200,rect,21,10,86,91
5101.png,200,200,rect,25,21,60,90
5102.png,200,200,rect,27,72,98,39
5103.png,200,200,rect,141,126,165,181
5104.png,200,200,rect,33,50,87,42
5105.png,200,200,rect,27,96,114,54
5106.png,200,200,rect,92,2,11,156
5107.png,200,200,rect,38,22,101,103
5108.png,200,200,rect,131,70,116,146
5109.png,200,200,rect,155,54,65,197
5110.png,200,200,rect,39,82,112,104
5111.png,200,200,rect,30,81,127,91
5112.png,200,200,rect,91,43,107,138
5113.png,200,200,rect,85,25,68,120
5114.png,200,200,rect,0,124,131,5
5115.png,200,200,rect,17,174,190,71
5116.png,200,200,rect,77,174,183,117
5117.png,200,200,rect,11,48,117,59
5118.png,200,200,rect,60,97,138,85
5119.png,200,200,rect,63,29,77,90
5120.png,200,200,rect,77,86,127,97
5121.png,200,200,rect,16,103,126,64
5122.png,200,200,rect,4,21,44,65
5123.png,200,200,rect,12,48,110,68
5124.png,200,200,rect,177,152,169,183
5125.png,200,200,rect,84,20,89,157
5126.png,200,200,rect,156,143,199,192
5127.png,200,200,rect,21,44,117,38
5128.png,200,200,rect,36,74,103,101
5129.png,200,200,rect,65,52,68,135
5130.png,200,200,rect,81,61,133,136
5131.png,200,200,rect,128,100,170,135
5132.png,200,200,rect,119,171,177,158
5133.png,200,200,rect,19,86,92,20
5134.png,200,200,rect,39,81,119,74
5135.png,200,200,rect,85,68,132,152
5136.png,200,200,rect,103,175,178,134
5137.png,200,200,rect,117,119,144,194
5138.png,200,200,rect,138,1,8,186
5139.png,200,200,rect,123,131,166,129
5140.png,200,200,rect,66,80,136,141
5141.png,200,200,rect,82,116,161,121
5142.png,200,200,rect,111,115,187,114
5143.png,200,200,rect,133,118,120,145
5144.png,200,200,rect,34,79,129,107
5145.png,200,200,rect,39,30,90,102
5146.png,200,200,rect,74,3,46,99
5147.png,200,200,rect,118,84,122,168
5148.png,200,200,rect,85,50,113,123
5149.png,200,200,rect,116,22,85,136
5150.png,200,200,rect,53,37,55,88
5151.png,200,200,rect,25,82,128,37
5152.png,200,200,rect,63,17,63,73
5153.png,200,200,rect,25,59,133,74
5154.png,200,200,rect,168,2,80,185
5155.png,200,200,rect,25,42,113,83
5156.png,200,200,rect,128,22,24,184
5157.png,200,200,rect,90,4,75,148
5158.png,200,200,rect,176,140,156,178
5159.png,200,200,rect,158,104,110,163
5160.png,200,200,rect,158,14,54,189
5161.png,200,200,rect,123,8,27,130
5162.png,200,200,rect,128,119,189,166
5163.png,200,200,rect,51,129,162,121
5164.png,200,200,rect,18,161,184,59
5165.png,200,200,rect,189,194,196,197
5166.png,200,200,rect,3,98,161,48
5167.png,200,200,rect,110,6,34,150
5168.png,200,200,rect,47,72,78,118
5169.png,200,200,rect,108,28,86,122
5170.png,200,200,rect,93,116,145,111
5171.png,200,200,rect,5,25,83,81
5172.png,200,200,rect,7,89,95,11
5173.png,200,200,rect,131,68,72,176
5174.png,200,200,rect,23,84,119,92
5175.png,200,200,rect,111,129,189,179
5176.png,200,200,rect,151,61,70,194
5177.png,200,200,rect,119,112,120,173
5178.png,200,200,rect,27,112,189,98
5179.png,200,200,rect,66,139,197,103
5180.png,200,200,rect,148,97,150,157
5181.png,200,200,rect,55,31,39,60
5182.png,200,200,rect,77,122,158,107
5183.png,200,200,rect,120,79,141,167
5184.png,200,200,rect,0,81,107,1
5185.png,200,200,rect,41,154,173,104
5186.png,200,200,rect,5,42,120,49
5187.png,200,200,rect,3,104,181,14
5188.png,200,200,rect,151,18,23,159
5189.png,200,200,rect,33,115,179,81
5190.png,200,200,rect,65,35,37,113
5191.png,200,200,rect,129,25,48,187
5192.png,200,200,rect,22,140,168,33
5193.png,200,200,rect,101,121,133,139
5194.png,200,200,rect,143,58,129,147
5195.png,200,200,rect,113,83,124,182
5196.png,200,200,rect,86,24,80,134
5197.png,200,200,rect,108,157,194,116
5198.png,200,200,rect,125,3,54,165
5199.png,200,200,rect,39,66,133,40
5200.png,200,200,rect,10,58,111,53
5201.png,200,200,rect,137,114,141,163
5202.png,200,200,rect,68,12,37,70
5203.png,200,200,rect,72,4,32,95
5204.png,200,200,rect,63,127,180,142
5205.png,200,200,rect,39,87,140,55
5206.png,200,200,rect,121,31,67,140
5207.png,200,200,rect,96,58,61,109
5208.png,200,200,rect,5,123,167,57
5209.png,200,200,rect,8,117,158,84
5210.png,200,200,rect,121,60,133,183
5211.png,200,200,rect,98,76,77,147
5212.png,200,200,rect,163,20,96,172
5213.png,200,200,rect,118,113,166,165
5214.png,200,200,rect,124,89,125,184
5215.png,200,200,rect,82,12,49,155
5216.png,200,200,rect,137,54,100,177
5217.png,200,200,rect,51,60,134,120
5218.png,200,200,rect,84,7,71,96
5219.png,200,200,rect,7,26,105,86
5220.png,200,200,rect,14,59,135,33
5221.png,200,200,rect,38,139,187,87
5222.png,200,200,rect,123,104,183,165
5223.png,200,200,rect,17,127,174,78
5224.png,200,200,rect,70,105,130,102
5225.png,200,200,rect,57,102,114,115
5226.png,200,200,rect,51,31,72,64
5227.png,200,200,rect,1,9,20,64
5228.png,200,200,rect,80,108,179,102
5229.png,200,200,rect,15,26,49,80
5230.png,200,200,rect,32,119,184,79
5231.png,200,200,rect,9,62,89,66
5232.png,200,200,rect,39,20,73,44
5233.png,200,200,rect,66,4,17,113
5234.png,200,200,rect,42,22,70,83
5235.png,200,200,rect,74,7,51,142
5236.png,200,200,rect,43,41,79,95
5237.png,200,200,rect,58,118,128,82
5238.png,200,200,rect,71,119,187,148
5239.png,200,200,rect,43,4,56,84
5240.png,200,200,rect,60,108,134,100
5241.png,200,200,rect,152,59,137,177
5242.png,200,200,rect,85,65,144,120
5243.png,200,200,rect,45,28,66,83
5244.png,200,200,rect,20,69,130,97
5245.png,200,200,rect,66,37,91,94
5246.png,200,200,rect,88,93,124,122
5247.png,200,200,rect,133,25,49,194
5248.png,200,200,rect,159,132,141,177
5249.png,200,200,rect,141,17,85,150
5250.png,200,200,rect,183,61,132,196
5251.png,200,200,rect,6,37,93,71
5252.png,200,200,rect,71,133,192,135
5253.png,200,200,rect,19,33,54,85
5254.png,200,200,rect,117,76,131,121
5255.png,200,200,rect,122,3,37,136
5256.png,200,200,rect,141,124,154,147
5257.png,200,200,rect,158,121,167,188
5258.png,200,200,rect,124,45,63,168
5259.png,200,200,rect,94,120,170,117
5260.png,200,200,rect,99,48,62,150
5261.png,200,200,rect,25,127,159,92
5262.png,200,200,rect,132,34,113,198
5263.png,200,200,rect,105,95,153,129
5264.png,200,200,rect,4,70,106,34
5265.png,200,200,rect,112,82,146,132
5266.png,200,200,rect,160,40,92,185
5267.png,200,200,rect,34,71,125,40
5268.png,200,200,rect,119,150,198,150
5269.png,200,200,rect,30,108,156,101
5270.png,200,200,rect,24,18,51,69
5271.png,200,200,rect,74,13,86,117
5272.png,200,200,rect,86,89,124,161
5273.png,200,200,rect,43,43,117,116
5274.png,200,200,rect,109,91,98,170
5275.png,200,200,rect,54,85,131,86
5276.png,200,200,rect,96,57,99,167
5277.png,200,200,rect,97,82,119,105
5278.png,200,200,rect,35,41,48,40
5279.png,200,200,rect,0,63,66,75
5280.png,200,200,rect,106,100,153,133
5281.png,200,200,rect,125,5,57,172
5282.png,200,200,rect,81,47,76,139
5283.png,200,200,rect,161,31,44,191
5284.png,200,200,rect,104,5,60,117
5285.png,200,200,rect,75,67,79,141
5286.png,200,200,rect,52,130,165,85
5287.png,200,200,rect,96,4,83,168
5288.png,200,200,rect,39,108,146,114
5289.png,200,200,rect,99,114,125,121
5290.png,200,200,rect,104,75,148,152
5291.png,200,200,rect,35,71,128,67
5292.png,200,200,rect,34,32,53,80
5293.png,200,200,rect,115,61,100,180
5294.png,200,200,rect,115,10,34,163
5295.png,200,200,rect,51,110,120,116
5296.png,200,200,rect,55,94,169,131
5297.png,200,200,rect,48,57,88,123
5298.png,200,200,rect,85,27,105,97
5299.png,200,200,rect,113,38,78,184
5300.png,200,200,rect,26,148,189,37
5301.png,200,200,rect,127,50,129,185
5302.png,200,200,rect,137,9,40,173
5303.png,200,200,rect,8,95,170,62
5304.png,200,200,rect,129,33,100,132
5305.png,200,200,rect,67,85,104,72
5306.png,200,200,rect,135,47,120,183
5307.png,200,200,rect,124,114,132,173
5308.png,200,200,rect,31,120,198,104
5309.png,200,200,rect,114,32,78,174
5310.png,200,200,rect,114,67,111,115
5311.png,200,200,rect,1,13,81,7
5312.png,200,200,rect,182,14,23,187
5313.png,200,200,rect,28,8,86,97
5314.png,200,200,rect,54,96,160,60
5315.png,200,200,rect,28,146,187,54
5316.png,200,200,rect,119,53,97,137
5317.png,200,200,rect,47,127,163,59
5318.png,200,200,rect,51,92,164,117
5319.png,200,200,rect,46,21,32,106
5320.png,200,200,rect,143,19,33,146
5321.png,200,200,rect,184,148,192,189
5322.png,200,200,rect,30,63,117,103
5323.png,200,200,rect,30,121,133,94
5324.png,200,200,rect,26,31,50,103
5325.png,200,200,rect,31,20,56,110
5326.png,200,200,rect,75,15,79,135
5327.png,200,200,rect,82,99,101,119
5328.png,200,200,rect,116,97,123,141
5329.png,200,200,rect,49,142,173,122
5330.png,200,200,rect,69,133,149,118
5331.png,200,200,rect,80,5,70,107
5332.png,200,200,rect,11,18,38,14
5333.png,200,200,rect,180,19,84,196
5334.png,200,200,rect,152,136,193,163
5335.png,200,200,rect,174,13,76,176
5336.png,200,200,rect,97,158,159,175
5337.png,200,200,rect,17,120,147,27
5338.png,200,200,rect,19,54,101,51
5339.png,200,200,rect,115,119,182,189
5340.png,200,200,rect,38,51,97,42
5341.png,200,200,rect,102,54,62,108
5342.png,200,200,rect,38,173,198,79
5343.png,200,200,rect,0,161,193,69
5344.png,200,200,rect,137,60,132,179
5345.png,200,200,rect,68,24,100,69
5346.png,200,200,rect,171,29,30,183
5347.png,200,200,rect,61,45,111,134
5348.png,200,200,rect,38,67,130,112
5349.png,200,200,rect,117,56,73,172
5350.png,200,200,rect,76,114,138,139
5351.png,200,200,rect,126,117,160,165
5352.png,200,200,rect,87,133,146,154
5353.png,200,200,rect,3,177,192,76
5354.png,200,200,rect,177,70,127,183
5355.png,200,200,rect,163,0,65,181
5356.png,200,200,rect,96,63,108,123
5357.png,200,200,rect,120,86,96,122
5358.png,200,200,rect,73,123,142,79
5359.png,200,200,rect,5,51,87,29
5360.png,200,200,rect,104,139,149,175
5361.png,200,200,rect,19,86,93,51
5362.png,200,200,rect,67,152,184,73
5363.png,200,200,rect,61,31,76,129
5364.png,200,200,rect,154,103,105,184
5365.png,200,200,rect,49,95,109,107
5366.png,200,200,rect,114,147,170,119
5367.png,200,200,rect,28,114,132,45
5368.png,200,200,rect,163,156,162,190
5369.png,200,200,rect,28,127,139,41
5370.png,200,200,rect,12,56,125,34
5371.png,200,200,rect,120,9,58,185
5372.png,200,200,rect,33,21,77,36
5373.png,200,200,rect,12,39,90,71
5374.png,200,200,rect,73,93,147,98
5375.png,200,200,rect,137,46,71,189
5376.png,200,200,rect,188,107,182,197
5377.png,200,200,rect,2,108,182,3
